siren_clean,departement,commune_insee
378384077,29,
378384291,38,
378384432,06,
378385223,72,
378385603,82,
378386080,2B,
378386155,59,
378386957,75,
378387104,13,
378387153,38,
378387740,07,
378388243,75,
378388532,75,
378388854,13,
378389050,28,
378389076,31,
378389977,75,
378390033,92,
378390421,76,
378390652,78,
378391049,81,
378392021,44,
378392344,44,
378392690,57,
378392773,68,
378392849,75,
378393011,75,
378393417,85,
378393870,972,
378394498,92,
378394654,86,
378394969,49,
378395222,38,
378395594,30,
378396113,42,
378396378,75,
378397848,08,
378398895,01,
378398960,33,
378399711,17,
378400014,22,
378400634,45,
378400899,10,
378401525,80,
378401616,53,
378401699,50,
378401764,27,
378402309,974,
378402655,66,
378402713,66,
378402812,75,
378402895,71,
378402929,66,
378403745,42,
378404198,42,
378404586,51,
378405229,75,
378406201,75,
378406219,59,
378406417,78,
378406524,36,
378407019,75,
378407100,75,
378408710,66,
378409403,75,
378409775,77,
378410203,38,
378412035,37,
378412043,22,
378413546,57,
378413868,29,
378414056,37,
378414551,88,
378414866,42,
378415004,57,
378415491,25,
378416028,69,
378416119,03,
378416770,33,
378416788,75,
378416846,60,
378416929,25,
378417273,61,
378417505,16,
378417729,71,
378417802,85,
378417851,85,
378418008,34,
378418248,40,
378418321,88,
378418768,83,
378418925,83,
378418941,44,
378419246,54,
378419436,44,
378420095,33,
378420301,80,
378420384,2B,
378420939,75,
378421663,28,
378421739,24,
378421911,11,
378422869,49,
378423065,14,
378423370,73,
378423511,69,
378423628,54,
378423990,75,
378424477,75,
378424667,38,
378424998,15,
378425268,77,
378425557,14,
378426126,65,
378426290,92,
378426696,31,
378428320,31,
378428437,92,
378428460,38,
378429195,72,
378429252,69,
378429534,94,
378429690,75,
378429724,79,
378430946,79,
378431530,01,
378431829,69,
378431860,89,
378432694,01,
378433221,37,
378433346,73,
378433411,42,
378433627,42,
378434476,60,
378435051,01,
378435663,16,
378436059,88,
378436067,80,
378436257,21,
378436315,21,
378436422,15,
378437347,13,
378437362,42,
378437636,93,
378437743,75,
378437834,34,
378438493,75,
378438824,15,
378439087,77,
378439137,2A,
378439392,971,
378439889,13,
378440028,12,
378440044,67,
378440390,92,
378440788,38,
378440879,34,
378441398,30,
378441588,67,
378441802,92,
378441919,49,
378441950,92,
378441976,60,
378442370,64,
378442628,78,
378442982,49,
378443014,78,
378443063,42,
378443246,51,
378444608,81,
378445613,31,
378445621,92,
378445647,35,
378445746,74,
378445878,69,
378446694,80,
378446801,93,
378447304,17,
378447478,75,
378448203,25,
378448443,83,
378449383,2A,
378449425,31,
378449631,75,
378450233,62,
378451421,05,
378451611,63,
378451991,69,
378452106,41,
378452163,24,
378452247,75,
378452254,28,
378452627,06,
378453443,06,
378454128,28,
378454300,62,
378454573,62,
378455240,81,
378455554,56,
378455802,33,
378456438,86,
378456743,92,
378457212,73,
378457352,44,
378457451,95,
378457717,92,
378457725,75,
378457758,61,
378457782,30,
378457857,31,
378458590,75,
378458707,82,
378458830,06,
378458913,973,
378459176,41,
378459341,49,
378459689,24,
378459721,24,
378460174,972,
378460307,76,
378460562,82,
378461156,74,
378461354,13,
378461602,35,
378462105,74,
378462113,73,
378462287,77,
378462543,33,
378462816,77,
378463459,31,
378463988,73,
378464002,71,
378464309,13,
378464838,62,
378464895,74,
378465058,75,
378465066,67,
378465165,75,
378465272,88,
378465561,52,
378465652,45,
378466098,16,
378466288,38,
378466460,13,
378466494,2B,
378466940,34,
378468102,77,
378468706,34,
378469449,40,
378469597,51,
378469613,66,
378469647,49,
378469662,75,
378469969,2A,
378470025,24,
378470736,38,
378470819,92,
378471049,75,
378471841,44,
378472302,73,
378472682,78,
378472864,74,
378472872,69,
378472955,75,
378473045,74,
378473532,92,
378474308,12,
378474472,94,
378474969,92,
378475198,78,
378475289,67,
378475347,75,
378475537,92,
378475909,44,
378476055,60,
378476808,69,
378477319,93,
378477541,69,
378478143,32,
378478150,91,
378478382,32,
378478432,75,
378479299,84,
378480057,83,
378480289,14,
378480792,59,
378480917,04,
378481220,25,
378481279,34,
378481634,75,
378482251,67,
378482590,71,
378482608,60,
378482657,60,
378482707,67,
378482731,75,
378483085,75,
378483127,55,
378483275,18,
378483838,76,
378484109,38,
378484745,22,
378484877,06,
378484968,26,
378485031,89,
378485106,06,
378485114,22,
378485247,95,
378485601,74,
378485726,75,
378486096,75,
378486120,75,
378486237,93,
378486930,85,
378487706,76,
378488068,92,
378488092,24,
378488829,53,
378489611,17,
378489975,69,
378490080,38,
378490387,80,
378490403,73,
378491393,75,
378491690,92,
378491997,41,
378492003,75,
378492516,23,
378492888,67,
378492953,33,
378493548,33,
378493555,74,
378493589,06,
378493746,06,
378494397,29,
378494777,64,
378495097,06,
378495113,38,
378495592,06,
378495808,59,
378496210,63,
378496855,13,
378496889,33,
378497127,63,
378497333,60,
378497606,60,
378497622,27,
378499073,77,
378499107,29,
378499248,53,
378499321,29,
378499453,72,
378499644,69,
378499909,21,
378500250,31,
378500409,75,
378500581,33,
378500912,68,
378501191,68,
378501209,13,
378501282,34,
378501563,33,
378501852,69,
378501886,75,
378501969,14,
378502140,75,
378502264,13,
378502553,30,
378502629,70,
378502736,70,
378502793,75,
378502835,93,
378502983,75,
378503197,60,
378503296,72,
378503767,64,
378504245,79,
378506570,22,
378506703,93,
378507008,56,
378507149,91,
378507313,94,
378507453,94,
378507511,77,
378507958,79,
378508063,50,
378508196,44,
378508295,50,
378508337,22,
378508626,67,
378508972,79,
378509038,56,
378509400,14,
378509434,44,
378509475,76,
378511620,77,
378511901,33,
378512164,77,
378512545,74,
378513527,62,
378513782,06,
378513790,37,
378513816,92,
378514442,30,
378515019,73,
378515316,57,
378515340,72,
378515514,35,
378515803,78,
378516264,77,
378517015,59,
378517148,59,
378517536,79,
378517692,91,
378518146,21,
378518740,61,
378518773,62,
378518807,69,
378518831,92,
378519201,59,
378519433,44,
378519714,71,
378519995,69,
378520068,63,
378520506,73,
378521306,93,
378521660,27,
378521702,85,
378521868,14,
378522361,31,
378522551,67,
378522858,38,
378522999,06,
378523294,38,
378524029,14,
378524136,42,
378524268,75,
378524342,66,
378524524,67,
378524862,14,
378524896,92,
378525414,60,
378525489,81,
378525638,75,
378525711,93,
378525802,17,
378526115,76,
378526123,67,
378526255,31,
378526305,94,
378526313,09,
378526339,75,
378526545,92,
378526784,93,
378527436,75,
378527741,30,
378527832,93,
378527881,94,
378528178,76,
378528194,32,
378528202,83,
378528863,78,
378529515,74,
378529531,07,
378529655,01,
378529911,69,
378530141,24,
378530232,974,
378530513,06,
378530547,43,
378531297,36,
378531453,42,
378531743,15,
378532402,42,
378532675,15,
378533202,76,
378533301,86,
378533376,77,
378533491,59,
378533616,67,
378533640,64,
378533756,87,
378533889,45,
378534291,57,
378534440,42,
378534515,37,
378534770,63,
378534788,41,
378534937,57,
378535330,29,
378535637,59,
378536379,51,
378536437,83,
378536593,04,
378536882,71,
378537237,34,
378537245,60,
378537286,78,
378537690,75,
378537732,17,
378538284,35,
378538417,34,
378538698,60,
378538706,24,
378538771,64,
378538797,33,
378538813,18,
378538888,30,
378538912,26,
378539142,06,
378539373,42,
378540124,38,
378540207,94,
378540785,75,
378541049,75,
378542153,64,
378542450,06,
378542484,14,
378542591,93,
378542948,94,
378543573,69,
378544449,74,
378544746,01,
378545016,17,
378545131,74,
378545859,21,
378546352,75,
378546485,33,
378546824,70,
378547103,35,
378547111,19,
378547509,79,
378548242,69,
378548267,73,
378548341,62,
378548846,74,
378548911,64,
378548952,74,
378549133,74,
378550404,47,
378550743,72,
378550792,19,
378551501,13,
378551527,76,
378552012,04,
378552665,54,
378552772,75,
378552897,57,
378553374,59,
378553739,13,
378553804,85,
378554794,33,
378554968,64,
378554976,71,
378555031,19,
378555387,69,
378555619,26,
378555940,75,
378558050,75,
378558464,14,
378558530,38,
378558688,14,
378558696,90,
378558779,75,
378559546,53,
378559793,93,
378560072,76,
378560692,69,
378561005,07,
378561690,83,
378562136,66,
378562235,75,
378562276,33,
378562359,59,
378562953,62,
378563837,33,
378563936,44,
378564413,64,
378564603,54,
378565154,38,
378565162,37,
378565204,01,
378565386,21,
378565444,06,
378565667,25,
378565899,68,
378565956,68,
378565998,03,
378566079,22,
378566087,30,
378566467,2A,
378566533,75,
378566723,77,
378566939,06,
378566988,22,
378567044,75,
378567143,61,
378567994,69,
378568158,29,
378568638,93,
378569032,87,
378569271,971,
378569511,44,
378569966,21,
378570014,75,
378570089,76,
378570261,67,
378570501,79,
378570576,95,
378570949,84,
378570964,14,
378571012,62,
378571392,19,
378571491,92,
378572234,89,
378572929,77,
378572978,53,
378573547,44,
378573794,17,
378573943,95,
378574073,14,
378575633,24,
378575674,77,
378576029,64,
378576243,82,
378576375,75,
378576706,01,
378576763,83,
378577050,32,
378577076,56,
378577449,29,
378577506,81,
378577647,22,
378577944,33,
378578421,46,
378578645,69,
378578702,81,
378579346,45,
378579403,76,
378579437,05,
378579734,14,
378580120,63,
378580138,56,
378580146,61,
378580278,15,
378581805,59,
378581961,46,
378582126,45,
378582217,70,
378582571,29,
378582977,85,
378583215,86,
378583645,06,
378583678,06,
378583686,44,
378584056,62,
378584262,50,
378584361,10,
378585541,56,
378586895,34,
378587190,50,
378587372,75,
378587687,92,
378587901,06,
378587968,75,
378588107,33,
378588594,06,
378588875,08,
378588883,33,
378588891,01,
378589121,49,
378589196,69,
378589428,26,
378589626,94,
378589634,59,
378590699,94,
378590764,75,
378590848,75,
378591630,33,
378591689,06,
378592539,49,
378592943,33,
378593396,51,
378593545,60,
378593636,79,
378593669,60,
378593842,49,
378593859,21,
378594808,51,
378594972,10,
378595094,62,
378595102,25,
378595201,90,
378595383,71,
378595425,33,
378596217,22,
378596555,34,
378596647,73,
378596753,73,
378597751,26,
378597868,62,
378598114,73,
378598551,34,
378599211,26,
378600043,92,
378600373,26,
378600548,35,
378600639,67,
378601140,83,
378601827,37,
378602411,91,
378602833,39,
378603062,92,
378603179,01,
378603187,82,
378604086,34,
378604185,64,
378605687,33,
378606784,37,
378607220,13,
378607329,13,
378607345,13,
378607469,13,
378608715,80,
378609036,80,
378609200,80,
378609952,40,
378610034,42,
378610703,21,
378610802,04,
378610992,81,
378611206,92,
378611222,26,
378612048,86,
378612584,33,
378613095,72,
378613103,93,
378613178,75,
378613780,95,
378613830,35,
378613897,67,
378614069,05,
378614523,92,
378614564,76,
378614663,33,
378614820,83,
378615363,92,
378615652,77,
378617245,75,
378617856,75,
378618151,75,
378618474,972,
378618912,85,
378619043,76,
378619209,69,
378619423,42,
378619944,31,
378620082,69,
378621296,92,
378621361,15,
378621593,28,
378622328,35,
378622534,73,
378622591,2A,
378622740,14,
378622856,2A,
378623037,13,
378624241,13,
378624415,13,
378624746,57,
378625164,30,
378625396,75,
378626188,34,
378626246,76,
378626816,25,
378626857,87,
378627129,67,
378627343,78,
378627558,47,
378627665,75,
378628473,34,
378628903,34,
378629554,75,
378629570,75,
378629828,25,
378629968,75,
378630024,92,
378630073,63,
378630230,75,
378630297,83,
378630487,35,
378630768,69,
378630909,75,
378631048,34,
378631626,91,
378632384,17,
378632723,68,
378632822,39,
378632905,91,
378632954,67,
378633168,78,
378633176,92,
378633895,78,
378633929,94,
378634505,69,
378634893,69,
378635627,75,
378635890,75,
378636328,73,
378636716,33,
378637607,82,
378637714,72,
378637763,33,
378637862,85,
378637961,77,
378638001,74,
378638142,81,
378638175,74,
378638191,13,
378638340,21,
378638415,74,
378638423,41,
378639025,83,
378639108,56,
378639439,13,
378639561,43,
378640403,56,
378640619,2A,
378640825,28,
378641179,92,
378641351,60,
378641468,77,
378641542,31,
378641898,83,
378642219,76,
378642284,61,
378642748,26,
378642797,54,
378642813,26,
378643217,83,
378643456,37,
378643639,62,
378643977,12,
378644009,57,
378644488,13,
378644603,13,
378644660,14,
378644678,05,
378645022,31,
378645048,37,
378645238,06,
378645683,67,
378645758,59,
378645964,56,
378646327,80,
378646376,47,
378647051,26,
378647184,74,
378648356,92,
378648570,59,
378648950,45,
378648992,75,
378649040,37,
378649214,82,
378649339,34,
378650394,94,
378650766,83,
378650915,83,
378651103,34,
378651426,93,
378651632,50,
378651640,75,
378651814,85,
378651996,71,
378652549,86,
378653885,65,
378655583,91,
378655591,94,
378656029,78,
378656318,91,
378656532,75,
378656664,972,
378656862,05,
378656904,01,
378657035,01,
378657407,69,
378657555,46,
378657563,68,
378657613,68,
378657746,59,
378658827,34,
378659346,75,
378659510,66,
378659742,38,
378659775,14,
378660286,37,
378660781,19,
378661888,18,
378662324,71,
378662746,75,
378663033,95,
378663363,45,
378663546,29,
378663876,83,
378663967,22,
378664023,75,
378664254,26,
378664262,09,
378664601,47,
378664825,92,
378664932,64,
378665046,51,
378665210,51,
378665335,21,
378665525,38,
378666119,38,
378666184,49,
378666358,27,
378666820,21,
378667521,75,
378667786,92,
378667968,74,
378668438,72,
378668446,62,
378668495,77,
378668842,17,
378669170,94,
378669493,44,
378670061,31,
378670202,31,
378670228,31,
378670251,44,
378670459,35,
378672042,74,
378672372,77,
378672539,26,
378672992,35,
378673016,06,
378673396,61,
378673743,91,
378674667,94,
378674758,85,
378675136,15,
378675284,63,
378675912,48,
378676084,50,
378676183,31,
378676415,59,
378676647,88,
378676787,40,
378677173,49,
378677512,41,
378677801,60,
378678304,60,
378678643,56,
378678718,75,
378678916,13,
378679153,37,
378679310,13,
378679690,21,
378680565,11,
378680615,05,
378680987,82,
378681407,51,
378681696,84,
378681761,75,
378681860,34,
378681878,94,
378681951,61,
378682553,49,
378683387,35,
378683460,68,
378684500,87,
378684641,39,
378684914,34,
378684963,84,
378685903,91,
378686273,69,
378686430,08,
378686869,84,
378686885,14,
378686950,59,
378687115,65,
378687172,92,
378687438,67,
378687743,67,
378688535,44,
378688576,56,
378689004,974,
378690002,02,
378690168,34,
378690358,38,
378690374,69,
378690416,02,
378690630,81,
378690770,02,
378691067,80,
378691125,58,
378691398,43,
378691695,69,
378691851,67,
378692123,72,
378692255,02,
378692628,43,
378692743,38,
378693022,13,
378693097,38,
378693576,25,
378693949,34,
378694640,64,
378695415,69,
378695795,78,
378695829,14,
378696124,90,
378696504,75,
378696686,36,
378696736,31,
378696769,75,
378697114,33,
378697130,974,
378697205,13,
378697320,76,
378697460,26,
378697833,80,
378697932,34,
378698450,87,
378698658,67,
378698971,25,
378699359,42,
378699433,70,
378699821,28,
378699912,27,
378700215,37,
378700314,67,
378700389,30,
378700819,75,
378701056,75,
378701080,08,
378701148,77,
378701197,31,
378701239,91,
378701858,74,
378701924,76,
378702310,74,
378702351,68,
378702435,91,
378702674,78,
378702781,91,
378702807,68,
378702906,75,
378702971,49,
378703250,44,
378703276,21,
378703391,86,
378703581,76,
378703805,84,
378703961,33,
378704043,78,
378705164,06,
378705347,18,
378705628,21,
378707566,38,
378707988,73,
378707996,29,
378708002,26,
378708382,19,
378708820,61,
378708879,43,
378709133,13,
378709182,63,
378709463,64,
378709836,18,
378710263,38,
378710586,94,
378710875,39,
378711378,38,
378711485,64,
378711618,15,
378711923,45,
378711972,13,
378712004,64,
378712483,31,
378712541,06,
378712707,40,
378712970,53,
378713259,28,
378713283,13,
378713309,13,
378713689,13,
378713713,13,
378713770,29,
378713846,13,
378713952,06,
378714497,44,
378714976,22,
378715155,34,
378715551,71,
378715775,68,
378715809,75,
378715833,67,
378716187,34,
378716997,34,
378717151,34,
378717318,28,
378717532,79,
378717870,975,
378717896,94,
378718043,92,
378718514,67,
378718530,59,
378718761,93,
378718910,75,
378718928,34,
378719231,94,
378719595,34,
378719892,35,
378720478,76,
378720577,24,
378720676,93,
378721161,49,
378721211,24,
378721245,24,
378721278,24,
378721682,74,
378722011,01,
378722391,74,
378722433,07,
378723654,43,
378723712,59,
378724058,33,
378724629,63,
378724785,37,
378724819,63,
378724900,63,
378725410,37,
378725550,57,
378725980,71,
378726368,57,
378726616,77,
378727069,05,
378727119,30,
378727580,54,
378727697,84,
378728307,60,
378728679,59,
378728737,47,
378728885,75,
378728943,27,
378729453,13,
378729594,85,
378729842,44,
378730790,67,
378731244,24,
378731459,32,
378732051,75,
378732192,62,
378732465,38,
378732911,75,
378732929,49,
378733000,69,
378733091,38,
378733224,34,
378733406,65,
378733844,92,
378733851,17,
378734172,32,
378734321,32,
378734826,68,
378734867,75,
378735021,78,
378735534,31,
378735773,28,
378735823,76,
378735922,77,
378736417,82,
378736813,46,
378737886,74,
378737910,69,
378737936,69,
378737969,69,
378738041,75,
378738553,22,
378739064,59,
378740054,28,
378740328,75,
378741201,74,
378741235,74,
378741383,69,
378741714,77,
378741870,49,
378742548,67,
378742803,67,
378742902,45,
378743355,29,
378743918,51,
378744056,75,
378744205,21,
378744460,02,
378744643,47,
378744684,51,
378744718,51,
378744874,62,
378745038,92,
378745293,89,
378745368,89,
378745590,78,
378745749,35,
378746119,62,
378746200,70,
378746572,92,
378746580,24,
378747232,83,
378747281,42,
378747406,53,
378747455,75,
378747539,75,
378747992,77,
378748545,75,
378748982,89,
378749089,68,
378749212,91,
378749287,42,
378749345,37,
378749642,85,
378749824,75,
378749972,68,
378750137,85,
378750947,31,
378751325,69,
378751333,34,
378751374,74,
378751622,26,
378751671,74,
378752299,38,
378752448,91,
378752521,37,
378752554,38,
378752588,59,
378752786,69,
378752935,31,
378753297,56,
378753610,22,
378753875,63,
378754725,56,
378754915,34,
378755110,80,
378755441,59,
378755888,29,
378756282,25,
378756316,974,
378756431,85,
378756563,974,
378756589,60,
378756696,13,
378756803,83,
378756837,22,
378756977,25,
378757165,71,
378757231,29,
378757298,33,
378757678,33,
378758502,75,
378758692,75,
378758718,62,
378758841,44,
378759013,23,
378759096,23,
378759179,83,
378759450,83,
378759534,51,
378759724,02,
378759922,28,
378760615,33,
378760748,88,
378761001,06,
378761522,44,
378761969,26,
378762157,13,
378762603,33,
378762967,06,
378763825,66,
378763973,39,
378765853,85,
378766653,17,
378767313,52,
378767339,67,
378768634,75,
378768758,973,
378769723,77,
378769756,54,
378769822,78,
378770408,38,
378771372,31,
378771703,74,
378771760,69,
378771943,2A,
378772396,31,
378772602,33,
378773170,74,
378773196,69,
378773204,75,
378773311,75,
378773899,28,
378773972,22,
378774145,45,
378774327,37,
378774350,77,
378774509,17,
378774574,37,
378774723,59,
378774988,06,
378775043,67,
378775050,94,
378775134,69,
378775357,77,
378775431,39,
378775746,13,
378775852,62,
378776157,59,
378776454,65,
378776538,75,
378776868,29,
378776942,91,
378777551,67,
378777734,17,
378777759,02,
378777916,24,
378778070,06,
378778492,50,
378778542,92,
378778625,13,
378778781,62,
378778823,67,
378778831,94,
378778856,77,
378778914,67,
378779599,75,
378779607,06,
378779672,58,
378780175,71,
378780183,75,
378780282,95,
378780357,75,
378780407,78,
378780548,75,
378780597,40,
378780761,11,
378781447,21,
378781488,12,
378782163,75,
378782478,77,
378782528,07,
378782809,38,
378783021,91,
378783088,69,
378783252,69,
378783336,79,
378783427,81,
378783781,27,
378783849,67,
378783880,69,
378783914,46,
378784193,64,
378784219,67,
378784532,2B,
378784623,69,
378784904,75,
378784961,17,
378785026,70,
378785638,74,
378785877,33,
378786073,21,
378786099,69,
378786131,69,
378786735,02,
378786784,83,
378786933,06,
378787162,92,
378787329,06,
378787527,19,
378787758,22,
378787915,2B,
378788608,57,
378788616,50,
378788855,57,
378789135,75,
378789184,92,
378789259,62,
378789390,61,
378789622,34,
378790117,25,
378790257,11,
378790539,32,
378790638,25,
378790661,68,
378790893,11,
378791180,68,
378791875,75,
378791974,63,
378792758,72,
378793665,33,
378793897,29,
378793988,69,
378794028,75,
378794036,41,
378794382,92,
378794762,85,
378794796,75,
378794820,31,
378794853,91,
378794887,11,
378795546,75,
378795793,75,
378796023,94,
378796098,94,
378796312,35,
378796528,94,
378796957,34,
378797419,69,
378797468,74,
378798607,21,
378798631,91,
378798821,64,
378799241,93,
378799530,85,
378799738,21,
378799845,66,
378800171,70,
378800510,91,
378800528,38,
378800726,58,
378801245,29,
378801385,29,
378801419,75,
378801682,29,
378803621,33,
378803662,54,
378804058,59,
378804124,75,
378805147,60,
378805469,67,
378805501,03,
378805964,27,
378805980,17,
378806343,69,
378807432,40,
378807804,35,
378807820,72,
378808760,14,
378808869,53,
378809032,53,
378809198,75,
378809222,26,
378809305,67,
378809743,75,
378809842,10,
378810188,78,
378810386,78,
378810592,26,
378810675,26,
378810683,93,
378810949,60,
378810998,64,
378811095,64,
378811210,92,
378811269,02,
378811806,75,
378811947,60,
378812531,38,
378813562,69,
378813695,75,
378813976,77,
378814073,95,
378814776,21,
378815138,971,
378815435,69,
378815500,06,
378815930,44,
378816110,92,
378816284,75,
378817878,42,
378818322,29,
378818694,05,
378819007,39,
378819692,71,
378819817,63,
378819858,42,
378820203,80,
378820419,67,
378820435,75,
378820468,68,
378820575,68,
378820823,33,
378820831,44,
378821078,27,
378821771,95,
378822779,14,
378822837,49,
378823090,72,
378823348,74,
378823462,973,
378823678,75,
378823694,77,
378823736,75,
378823918,67,
378824064,67,
378824510,66,
378824585,80,
378824619,44,
378825533,74,
378826085,31,
378826473,75,
378826853,91,
378826895,91,
378827638,81,
378827661,01,
378828354,60,
378828933,06,
378829154,80,
378829196,04,
378829329,80,
378829402,42,
378829485,04,
378830103,62,
378830269,01,
378830541,35,
378830707,37,
378830715,75,
378830749,29,
378831010,56,
378831077,73,
378831143,82,
378831424,84,
378831929,69,
378831994,80,
378832232,29,
378832372,54,
378832539,13,
378832794,10,
378832943,10,
378833057,36,
378833164,974,
378833834,36,
378834055,75,
378834410,71,
378834477,62,
378834527,07,
378834576,56,
378834642,17,
378834659,07,
378835334,47,
378835466,59,
378835565,27,
378835615,19,
378835813,15,
378835946,49,
378836340,52,
378836605,56,
378836647,34,
378836746,75,
378837306,75,
378837330,88,
378837496,85,
378837553,83,
378837710,94,
378837769,75,
378837868,84,
378838478,78,
378838692,75,
378838742,78,
378839054,83,
378839146,92,
378839336,75,
378839401,66,
378839575,40,
378839674,57,
378839781,2A,
378840219,86,
378840466,85,
378840573,31,
378840607,78,
378840730,25,
378841399,57,
378841548,75,
378841795,25,
378841936,93,
378842363,25,
378842603,35,
378842892,52,
378843064,30,
378843197,76,
378843296,76,
378843437,31,
378843494,22,
378843643,87,
378843841,77,
378844351,41,
378844815,82,
378845036,79,
378845044,74,
378845077,28,
378845275,90,
378845374,28,
378845630,42,
378845671,74,
378845820,48,
378846034,33,
378846414,70,
378846513,25,
378846695,06,
378846703,47,
378846711,68,
378846950,69,
378847495,76,
378847602,03,
378847685,54,
378847743,42,
378848196,69,
378848790,28,
378848824,13,
378848881,59,
378849244,93,
378850820,47,
378851174,75,
378851216,59,
378851414,33,
378851588,63,
378852438,84,
378852644,13,
378852750,83,
378852792,84,
378852917,30,
378853162,49,
378853519,06,
378853642,49,
378854806,13,
378854830,28,
378855076,66,
378855308,83,
378855647,44,
378855928,75,
378856439,67,
378856611,93,
378857296,82,
378857312,44,
378858153,93,
378858245,75,
378858484,75,
378858765,973,
378858823,973,
378858906,972,
378859235,69,
378859250,69,
378859367,42,
378859508,69,
378859995,42,
378860308,13,
378860316,29,
378860506,74,
378860613,50,
378860670,39,
378860936,69,
378861454,45,
378861645,26,
378861660,75,
378861702,88,
378861744,13,
378861769,28,
378862163,93,
378862239,83,
378862544,35,
378862759,59,
378862767,85,
378863047,75,
378863054,64,
378863328,87,
378863435,75,
378863468,02,
378863849,64,
378863963,75,
378864185,68,
378864235,14,
378864276,64,
378864292,87,
378864326,25,
378864516,13,
378864607,39,
378864714,79,
378865091,79,
378865166,63,
378865505,88,
378865927,42,
378866206,86,
378867089,71,
378867816,25,
378867915,62,
378868020,67,
378868194,93,
378868368,34,
378868426,93,
378868913,31,
378869325,95,
378869465,31,
378869846,69,
378870083,06,
378870372,35,
378871230,69,
378872063,75,
378872527,30,
378872758,21,
378872766,28,
378872873,74,
378873038,85,
378873277,91,
378873335,74,
378873418,74,
378873467,38,
378873715,35,
378873871,29,
378874242,93,
378874523,82,
378875009,75,
378876072,13,
378876510,46,
378876585,57,
378876791,05,
378876817,03,
378876890,75,
378877054,06,
378877138,67,
378877153,42,
378877591,84,
378877674,84,
378877682,59,
378878086,54,
378878326,59,
378878342,36,
378878508,34,
378878755,64,
378879159,11,
378879233,61,
378879928,14,
378880017,64,
378880314,16,
378880959,06,
378881247,44,
378881304,88,
378881510,26,
378881544,33,
378881734,75,
378882005,68,
378882419,84,
378882484,49,
378882575,69,
378884092,75,
378884381,75,
378884753,69,
378885131,25,
378885164,17,
378885263,33,
378885362,93,
378885586,95,
378885768,74,
378885818,50,
378886956,37,
378886980,50,
378887004,34,
378887210,31,
378887574,972,
378887582,91,
378887632,91,
378887855,30,
378887947,69,
378888085,76,
378888143,78,
378888150,76,
378888234,92,
378888796,26,
378888812,33,
378889786,63,
378889893,06,
378889927,69,
378890222,43,
378890644,69,
378890719,35,
378890958,88,
378891360,75,
378891618,13,
378891782,38,
378891832,03,
378892442,64,
378892608,65,
378892731,75,
378892798,46,
378893036,67,
378893143,83,
378893424,21,
378893812,78,
378893978,33,
378894109,50,
378894232,21,
378894786,62,
378894844,75,
378894950,44,
378895015,73,
378895643,90,
378895676,62,
378895767,27,
378895908,70,
378896054,46,
378896062,71,
378896419,12,
378896492,93,
378896872,92,
378896880,44,
378897243,51,
378897276,51,
378898431,92,
378898654,2B,
378898795,40,
378899363,75,
378899397,92,
378899439,95,
378899488,33,
378900203,94,
378900377,66,
378900476,978,
378900674,74,
378900807,74,
378900872,74,
378900898,69,
378900906,74,
378900963,73,
378901037,73,
378901078,73,
378901946,92,
378902704,06,
378903140,02,
378903173,06,
378903256,83,
378903561,22,
378903819,12,
378903983,02,
378904734,89,
378904759,57,
378904767,59,
378904791,56,
378905574,34,
378906218,71,
378906374,28,
378906432,24,
378906671,85,
378906739,13,
378906978,06,
378907265,06,
378907398,51,
378907521,85,
378907612,31,
378907638,22,
378907802,13,
378908644,62,
378908941,59,
378909212,29,
378909246,49,
378909279,93,
378909451,80,
378909683,75,
378909873,78,
378910095,83,
378910350,39,
378910426,67,
378911283,30,
378911523,85,
378911549,64,
378911606,39,
378911796,22,
378911804,41,
378911846,2A,
378911937,75,
378912612,13,
378912851,03,
378913081,92,
378913131,75,
378913149,75,
378913255,34,
378913396,49,
378913917,30,
378914014,31,
378914022,30,
378914394,53,
378914782,82,
378914907,61,
378915128,16,
378915466,92,
378916456,83,
378917108,69,
378917496,17,
378918106,85,
378918494,34,
378918510,974,
378918718,60,
378918999,02,
378919591,53,
378919641,06,
378919864,13,
378919872,93,
378920102,06,
378920136,59,
378920169,69,
378920292,22,
378920813,13,
378920920,33,
378921043,71,
378921092,45,
378921126,22,
378921209,94,
378921225,17,
378921233,69,
378921415,2A,
378921753,35,
378921803,40,
378921886,51,
378922041,64,
378922116,38,
378922207,11,
378922264,68,
378922363,34,
378922371,72,
378923163,53,
378923601,59,
378923676,44,
378924153,14,
378924278,59,
378924542,92,
378924575,49,
378924633,42,
378924971,17,
378924989,56,
378925002,42,
378925101,92,
378925242,88,
378925341,44,
378925515,78,
378926133,81,
378926919,94,
378926927,38,
378926943,42,
378927149,38,
378927669,60,
378928345,27,
378928568,31,
378928576,75,
378928808,15,
378929350,75,
378929509,18,
378929897,33,
378930234,78,
378930507,78,
378931513,34,
378932164,74,
378932222,73,
378932354,69,
378932495,74,
378932545,47,
378932958,73,
378932966,38,
378933212,07,
378933295,49,
378933311,52,
378933485,93,
378933543,83,
378933691,74,
378934590,06,
378934764,02,
378934954,46,
378935050,69,
378935670,38,
378935704,25,
378935845,83,
378936694,13,
378937015,50,
378937098,45,
378937312,45,
378937361,15,
378937932,69,
378938559,45,
378938625,57,
378939292,54,
378939326,35,
378939474,63,
378939490,17,
378939557,17,
378939904,69,
378940514,34,
378941322,85,
