siren_clean,departement,commune_insee
339912214,94,
339912412,61,
339912941,07,
339913428,58,
339913618,13,
339913931,,
339914384,66,
339914467,91,
339914590,58,
339914723,17,
339914988,04,
339915035,92,
339915464,78,
339915589,38,
339915662,13,
339915787,14,
339915803,13,
339916231,75,
339916397,83,
339916439,92,
339916678,75,
339916728,60,
339916835,75,
339917213,92,
339917726,65,
339918187,88,
339918492,38,
339918583,36,
339918914,76,
339918948,17,
339918963,77,
339919003,38,
339919409,66,
339919904,01,
339921207,42,
339921298,03,
339922205,74,
339922486,78,
339922668,74,
339923161,33,
339923237,44,
339923799,62,
339924144,93,
339924615,15,
339924987,36,
339925356,91,
339926164,38,
339926867,30,
339927030,65,
339927261,2B,
339927717,31,
339927816,2B,
339927915,40,
339927949,93,
339928053,63,
339928319,59,
339928988,38,
339929879,31,
339929945,38,
339930893,27,
339930976,78,
339930992,31,
339931149,59,
339931990,78,
339933715,75,
339933863,56,
339934010,63,
339935074,57,
339935397,75,
339935686,78,
339936551,67,
339937369,59,
339937443,88,
339937682,60,
339938433,69,
339938458,12,
339938870,49,
339938938,85,
339939076,93,
339939316,75,
339939407,29,
339939464,11,
339939472,44,
339941122,75,
339941635,73,
339941833,14,
339941890,64,
339942096,42,
339942286,42,
339942591,24,
339942625,78,
339942823,95,
339943094,93,
339943268,08,
339943615,93,
339943839,2B,
339944316,45,
339944845,22,
339945271,80,
339945651,93,
339946220,31,
339946469,78,
339947491,42,
339948366,67,
339948606,73,
339949117,29,
339949125,81,
339949265,42,
339949778,75,
339949877,92,
339950354,32,
339950727,13,
339950875,38,
339951360,91,
339951774,68,
339952178,40,
339952269,75,
339952632,72,
339952657,26,
339952715,69,
339953325,71,
339953499,75,
339953788,88,
339953994,81,
339954133,62,
339954182,63,
339954489,54,
339954497,34,
339954596,54,
339954679,18,
339955676,26,
339955759,62,
339955882,85,
339955908,38,
339955916,69,
339956302,26,
339956559,44,
339956633,59,
339956872,01,
339956948,26,
339957037,85,
339957292,69,
339957581,2A,
339957615,2B,
339958704,50,
339958951,92,
339958977,42,
339959355,83,
339959439,49,
339959660,77,
339960064,01,
339960361,53,
339960858,92,
339961047,76,
339961245,64,
339962334,84,
339963076,85,
339963464,79,
339963886,38,
339964462,01,
339964678,42,
339964785,84,
339964959,92,
339965063,27,
339965139,13,
339965196,69,
339965493,95,
339965527,72,
339965998,06,
339966194,34,
339966236,978,
339967952,77,
339968372,75,
339968638,67,
339968877,75,
339969578,74,
339970923,29,
339971582,50,
339971673,67,
339972374,03,
339972382,06,
339972473,13,
339972689,37,
339972804,06,
339973026,13,
339973109,13,
339973158,49,
339974032,06,
339974123,75,
339975328,06,
339977209,60,
339978108,13,
339978140,85,
339978496,22,
339978710,57,
339978918,13,
339979767,39,
339979791,75,
339980047,02,
339980062,29,
339980484,92,
339980500,35,
339980856,23,
339981243,74,
339981490,41,
339981508,06,
339981763,02,
339982258,75,
339982670,77,
339982720,34,
339982878,2A,
339983454,60,
339983496,75,
339984031,76,
339984254,33,
339984437,30,
339984700,50,
339984767,30,
339985186,63,
339985301,88,
339985699,55,
339985905,75,
339986077,22,
339986309,94,
339987448,75,
339987596,24,
339987661,24,
339988305,62,
339989303,75,
339989428,80,
339989865,91,
339990012,94,
339990046,43,
339990525,42,
339990913,80,
339991127,22,
339991713,26,
339991846,54,
339992422,91,
339992737,73,
339993164,57,
339993313,57,
339993339,75,
339994030,69,
339994386,01,
339994808,67,
339995557,59,
339996563,06,
339996746,44,
339997405,16,
339997868,81,
339997884,21,
339997918,77,
339997926,42,
339998510,03,
339998536,64,
339998759,40,
339998825,69,
339999179,51,
339999468,06,
340000017,06,
340000108,06,
340000173,70,
340000264,34,
340000389,75,
340000926,06,
340000959,75,
340001742,01,
340001940,13,
340002468,44,
340003268,60,
340003375,16,
340003433,81,
340003904,81,
340004183,77,
340004688,76,
340004803,10,
340005685,34,
340005883,63,
340006055,69,
340006600,08,
340006725,62,
340007087,18,
340007319,74,
340007517,01,
340007772,92,
340008044,06,
340008135,38,
340009430,06,
340009679,47,
340010586,26,
340010826,90,
340012046,26,
340012392,92,
340012582,35,
340012889,77,
340012939,06,
340013390,63,
340013531,38,
340014323,46,
340014588,29,
340015650,06,
340016054,42,
340016930,67,
340017037,50,
340017516,34,
340018068,95,
340018688,71,
340018852,95,
340019397,26,
340019645,94,
340019678,973,
340020312,93,
340020627,57,
340020809,26,
340021096,74,
340021138,01,
340021260,26,
340021286,66,
340022011,62,
340022557,75,
340022953,78,
340023225,54,
340023241,86,
340023753,65,
340024017,2A,
340024041,74,
340024157,07,
340024462,31,
340024694,17,
340025360,17,
340026293,51,
340026814,12,
340027010,79,
340027481,74,
340027713,74,
340027739,75,
340027986,06,
340028570,13,
340028679,71,
340028745,76,
340028893,74,
340029149,63,
340029164,76,
340029206,74,
340030881,54,
340030949,31,
340030972,06,
340031756,54,
340032176,12,
340033893,89,
340034669,63,
340034867,57,
340035039,24,
340035096,2B,
340035229,42,
340035278,74,
340035450,75,
340035492,58,
340035526,35,
340035542,76,
340035948,92,
340036276,59,
340036318,57,
340036433,11,
340036524,64,
340036623,61,
340036888,92,
340036961,36,
340037050,78,
340037142,40,
340037225,75,
340038017,75,
340038322,85,
340038538,92,
340039429,41,
340039544,27,
340039569,33,
340039635,66,
340039809,68,
340040104,39,
340040310,21,
340040385,85,
340041763,63,
340041821,31,
340041987,85,
340042365,65,
340042498,38,
340042878,17,
340042910,42,
340043223,69,
340043447,66,
340043710,07,
340043926,38,
340043975,75,
340045517,88,
340045657,42,
340045749,41,
340046127,84,
340046176,27,
340047117,51,
340047216,78,
340047620,27,
340047950,2B,
340047992,75,
340048156,19,
340048438,13,
340048776,86,
340048909,64,
340048982,63,
340049048,13,
340049105,34,
340049485,86,
340049584,75,
340049865,37,
340050582,78,
340051390,33,
340051713,89,
340051861,49,
340051911,62,
340051986,76,
340052067,12,
340052463,12,
340052570,971,
340052760,62,
340053263,12,
340054295,01,
340054634,2B,
340056159,75,
340057439,49,
340057702,80,
340058049,34,
340059328,78,
340059419,37,
340059534,78,
340059617,66,
340059831,75,
340060102,75,
340060219,66,
340060268,77,
340060912,92,
340061027,37,
340061092,75,
340061357,75,
340061654,59,
340062074,45,
340062173,93,
340062215,07,
340062231,95,
340062587,07,
340062868,45,
340063072,56,
340063304,75,
340063528,44,
340063692,47,
340063700,66,
340064104,67,
340065226,75,
340065309,83,
340065440,75,
340065515,33,
340066018,80,
340066307,76,
340066455,33,
340068006,44,
340068253,33,
340068287,22,
340068386,13,
340068444,17,
340068527,57,
340068774,38,
340068881,67,
340069392,49,
340069574,67,
340069848,19,
340070291,86,
340070374,22,
340072354,75,
340074236,30,
340074608,60,
340074707,92,
340074749,92,
340074848,86,
340075514,75,
340075738,68,
340075787,92,
340075860,78,
340076397,60,
340077254,2A,
340077478,38,
340078344,30,
340078427,88,
340078625,51,
340079151,34,
340079649,71,
340080423,74,
340081124,69,
340081181,73,
340082130,38,
340083716,974,
340084847,57,
340085075,47,
340085117,22,
340085349,17,
340085885,94,
340086206,17,
340086446,92,
340086719,93,
340087428,2A,
340087576,91,
340087642,68,
340087717,67,
340088228,75,
340089606,59,
340089630,44,
340089739,42,
340090000,13,
340090364,59,
340090638,26,
340090943,38,
340091248,75,
340091503,75,
340092188,28,
340092253,33,
340092527,02,
340092824,13,
340093384,89,
340094564,59,
340094705,34,
340095108,95,
340095256,64,
340095264,47,
340095405,34,
340095587,39,
340096643,11,
340097617,91,
340097781,51,
340097864,34,
340098003,34,
340098474,68,
340098763,69,
340098821,63,
340099050,68,
340100320,69,
340100379,33,
340101427,34,
340101815,30,
340102441,69,
340102565,16,
340102805,60,
340103217,87,
340103803,69,
340103811,75,
340103845,75,
340103985,68,
340104132,74,
340104264,75,
340104546,37,
340104561,84,
340105618,75,
340105683,57,
340105766,92,
340106616,95,
340106624,94,
340107010,75,
340107630,50,
340107937,38,
340108133,33,
340108307,64,
340108448,26,
340108711,973,
340109040,75,
340109511,68,
340110238,35,
340110311,38,
340110329,75,
340110758,66,
340110832,13,
340112432,66,
340113380,14,
340113398,33,
340113588,40,
340113919,80,
340113992,80,
340115229,38,
340116508,74,
340116789,56,
340117787,84,
340118199,10,
340118660,33,
340118793,83,
340119163,75,
340119585,44,
340119734,83,
340119759,75,
340120971,56,
340121045,92,
340121987,35,
340122456,83,
340122571,34,
340122951,88,
340123116,12,
340123389,75,
340123413,75,
340123587,66,
340123694,33,
340124486,71,
340125103,12,
340126051,68,
340126317,38,
340126408,59,
340126473,16,
340126499,86,
340126556,75,
340126648,07,
340127224,64,
340127265,78,
340129105,77,
340129188,16,
340129824,59,
340130103,62,
340130848,54,
340131473,92,
340133016,44,
340133057,43,
340134584,85,
340134980,85,
340135250,64,
340135284,93,
340137736,56,
340138031,94,
340138098,32,
340138338,83,
340138759,53,
340139104,91,
340140029,05,
340140102,85,
340140417,32,
340140805,53,
340141399,67,
340141829,35,
340142058,59,
340143429,35,
340143833,16,
340143916,42,
340144385,30,
340144856,92,
340146554,95,
340146646,87,
340146935,37,
340147669,66,
340147768,14,
340147974,38,
340148451,95,
340148741,38,
340148824,77,
340148949,07,
340149780,51,
340150242,21,
340150846,13,
340151190,30,
340151752,11,
340152008,59,
340152503,49,
340154327,85,
340154772,38,
340155274,59,
340157700,31,
340157908,83,
340158062,59,
340159144,13,
340159383,59,
340159425,01,
340160829,83,
340161595,75,
340162080,37,
340162445,75,
340163484,38,
340164045,75,
340164417,85,
340164920,62,
340165489,11,
340165877,25,
340166578,25,
340166693,73,
340166917,31,
340167105,30,
340167303,31,
340167345,52,
340167691,37,
340167741,01,
340168038,74,
340168178,39,
340168491,60,
340169077,75,
340169432,75,
340169572,10,
340170711,52,
340170877,56,
340171412,06,
340171446,06,
340172071,76,
340172246,24,
340173350,59,
340173632,70,
340173707,75,
340173780,41,
340174051,58,
340174150,89,
340174341,92,
340175140,60,
340175439,75,
340175538,12,
340175777,93,
340176072,81,
340177070,35,
340177104,50,
340177765,24,
340178466,59,
340178524,55,
340178896,26,
340179019,84,
340179050,68,
340179332,75,
340180413,75,
340180587,78,
340181270,94,
340181353,65,
340181841,93,
340182013,75,
340182203,66,
340182237,75,
340182716,09,
340182922,93,
340183367,75,
340183565,40,
340183870,30,
340183904,92,
340184696,26,
340185073,68,
340185131,50,
340185289,92,
340185487,59,
340185842,92,
340187228,38,
340187673,74,
340187822,34,
340187954,40,
340188135,34,
340189216,31,
340189778,35,
340190156,77,
340190636,42,
340190875,87,
340192145,92,
340192988,75,
340193002,75,
340193515,85,
340193663,79,
340194331,82,
340194406,82,
340194703,44,
340195072,14,
340195221,77,
340195338,85,
340195817,06,
340196294,06,
340196666,18,
340196831,49,
340196864,31,
340197144,75,
340197722,04,
340198134,75,
340198381,75,
340198506,93,
340198514,27,
340198704,56,
340198894,75,
340199363,66,
340199546,62,
340200401,71,
340200625,78,
340200732,60,
340201045,89,
340201359,93,
340202738,42,
340202753,74,
340203264,66,
340204221,37,
340204254,75,
340204353,12,
340204452,40,
340205129,65,
340205194,75,
340205202,12,
340205491,13,
340205582,75,
340206572,13,
340207133,57,
340207513,42,
340208388,83,
340208768,57,
340209683,44,
340210236,72,
340210723,59,
340211846,38,
340213461,40,
340213669,971,
340214030,35,
340214238,75,
340214444,44,
340214501,58,
340214568,57,
340214774,93,
340214956,26,
340215078,35,
340215334,74,
340215615,27,
340216357,85,
340216878,77,
340217793,74,
340218593,92,
340218791,73,
340219138,63,
340219443,92,
340219625,91,
340219716,83,
340220755,69,
340221365,64,
340221415,33,
340221662,46,
340222777,76,
340223098,33,
340223890,38,
340224047,33,
340224849,16,
340226620,66,
340228212,69,
340228816,25,
340228956,52,
340230028,75,
340230507,25,
340231190,24,
340231968,16,
340232792,34,
340233139,76,
340233501,67,
340233550,46,
340233998,92,
340234079,81,
340234087,66,
340234459,92,
340234475,94,
340234566,92,
340234590,25,
340234772,33,
340235365,25,
340235886,06,
340235977,94,
340236744,34,
340236983,66,
340237262,74,
340237304,33,
340237346,86,
340237429,67,
340237577,30,
340238492,44,
340238559,49,
340239219,84,
340239409,47,
340239599,26,
340239805,29,
340239896,59,
340240118,29,
340240134,24,
340240191,91,
340241082,65,
340241322,27,
340241348,47,
340241389,92,
340241421,37,
340241496,46,
340241660,27,
340242445,02,
340242460,35,
340242668,85,
340242882,72,
340243500,29,
340243849,24,
340243922,02,
340243948,86,
340244391,02,
340244714,43,
340244995,67,
340245166,88,
340246263,69,
340246552,80,
340247121,80,
340247980,11,
340248038,74,
340248236,94,
340248517,15,
340248558,74,
340248566,85,
340248806,83,
340248921,12,
340249119,49,
340249291,22,
340249366,75,
340249473,94,
340249523,41,
340249796,22,
340250000,75,
340251057,30,
340251693,45,
340252154,71,
340252188,89,
340252626,91,
340252865,88,
340254101,44,
340254424,31,
340254663,28,
340254820,94,
340255389,45,
340255942,2B,
340256114,75,
340256221,59,
340256619,75,
340256726,12,
340256791,13,
340258201,77,
340258284,49,
340258433,41,
340258862,76,
340259068,56,
340259365,38,
340259803,73,
340261387,39,
340261684,31,
340261890,84,
340262237,73,
340262344,48,
340262682,68,
340262856,07,
340263565,14,
340264340,12,
340264548,74,
340266311,12,
340267566,78,
340268952,91,
340269018,75,
340269679,13,
340269752,07,
340269943,69,
340269950,13,
340270230,77,
340270479,13,
340270495,974,
340270750,2B,
340272871,26,
340273101,46,
340273176,75,
340273259,06,
340273895,08,
340273911,95,
340274034,94,
340274083,26,
340274166,75,
340274828,21,
340275346,54,
340275403,26,
340275635,06,
340275650,34,
340275692,06,
340275924,38,
340276039,06,
340276120,75,
340276518,92,
340276575,38,
340277458,70,
340277490,17,
340277722,76,
340277953,75,
340278076,75,
340278423,88,
340278522,81,
340279108,69,
340280023,88,
340280197,34,
340281047,88,
340281252,44,
340282003,13,
340282706,09,
340282771,75,
340283548,75,
340283662,75,
340283969,78,
340284371,92,
340284728,40,
340285253,93,
340285337,91,
340286129,88,
340286145,75,
340286483,88,
340286863,76,
340287374,06,
340287549,69,
340287846,94,
340289180,66,
340289883,33,
340290154,38,
340290576,35,
340290790,22,
340291087,83,
340291202,71,
340291301,88,
340291822,71,
340293158,11,
340293190,84,
340293398,84,
340293471,84,
340293588,75,
340294552,22,
340294800,67,
340294818,71,
340294958,67,
340295039,35,
340295542,84,
340295864,62,
340296615,2B,
340296748,2B,
340297498,42,
340298140,38,
340298652,95,
340299312,50,
340299361,80,
340300508,51,
340301639,31,
340302223,74,
340302850,74,
340302959,25,
340303056,92,
340303221,82,
340303304,77,
340303544,69,
340303700,68,
340303890,35,
340303932,83,
340304906,92,
340305093,49,
340305390,83,
340306539,2B,
340306778,77,
340306885,75,
340307149,55,
340307693,56,
340308253,25,
340308634,73,
340309053,89,
340309160,83,
340309798,94,
340310531,69,
340310655,26,
340310697,44,
340311158,21,
340311166,35,
340311307,44,
340311620,75,
340312040,75,
340312222,75,
340312354,59,
340312594,75,
340313030,69,
340313527,68,
340313865,33,
340315498,01,
340315977,68,
340316207,61,
340316280,57,
340316652,93,
340316736,37,
340316801,34,
340317312,971,
340317452,78,
340317460,78,
340317635,81,
340318120,73,
340318245,74,
340319532,59,
340320456,22,
340320720,94,
340320878,39,
340321561,37,
340321801,72,
340322197,44,
340322452,87,
340323054,05,
340323070,33,
340323690,85,
340323799,50,
340323971,59,
340324474,21,
340324490,43,
340324797,19,
340324870,59,
340325125,37,
340325513,16,
340326636,54,
340327121,43,
340327170,75,
340327303,85,
340327378,972,
340327477,43,
340327550,33,
340327923,49,
340328012,02,
340328277,61,
340328319,02,
340328921,47,
340330265,33,
340331065,62,
340331123,78,
340331438,13,
340331628,37,
340331974,17,
340332113,59,
340332147,33,
340332212,13,
340332923,71,
340333533,78,
340333590,57,
340335546,2B,
340335751,01,
340336015,93,
340336551,49,
340337740,95,
340338680,75,
340338987,26,
340339274,30,
340339357,76,
340340207,07,
340340215,11,
340340751,30,
340340918,13,
340341171,26,
340341700,09,
340341957,17,
340342013,15,
340342153,91,
340343201,15,
340343417,59,
340343623,74,
340344217,67,
340344381,75,
340344514,63,
340344571,59,
340344837,11,
340345016,42,
340346279,74,
340346774,70,
340347202,45,
340348093,14,
340348374,59,
340349232,64,
340349562,75,
340349646,78,
340349653,75,
340349919,972,
340350131,91,
340351279,94,
340351428,74,
340352715,67,
340352814,92,
340352822,45,
340352897,54,
340352939,58,
340353655,89,
340353994,37,
340354067,22,
340354166,11,
340354208,33,
340354430,37,
340354703,66,
340356120,90,
340356526,59,
340356633,61,
340357052,972,
340357607,41,
340358035,24,
340358548,69,
340358571,85,
340358597,12,
340359926,73,
340360189,27,
340360205,95,
340360403,45,
340361591,85,
340361757,73,
340362284,78,
340362383,77,
340362706,92,
340362979,14,
340363746,80,
340364405,85,
340364843,31,
340365063,23,
340365246,67,
340365543,83,
340365980,13,
340366228,06,
340366368,06,
340366558,35,
340367325,13,
340367424,38,
340368091,62,
340369180,61,
340369255,64,
340369370,83,
340369495,83,
340369651,83,
340370774,75,
340370824,64,
340372614,29,
340373026,12,
340373273,47,
340373687,44,
340374032,30,
340374370,31,
340374511,30,
340374552,67,
340375351,68,
340375559,38,
340376649,31,
340376821,38,
340376953,974,
340376961,69,
340377266,31,
340377696,69,
340377787,92,
340378561,62,
340378785,75,
340379346,93,
340379932,13,
340380013,90,
340380765,62,
340381342,31,
340383074,83,
340383348,74,
340383355,64,
340383496,75,
340383892,59,
340384783,59,
340384882,64,
340385897,84,
340386051,33,
340386143,14,
340386184,01,
340386341,94,
340386739,33,
340386937,67,
340387018,59,
340387588,33,
340387695,34,
340387885,971,
340388479,75,
340388602,75,
340389196,38,
340390624,69,
340390913,69,
340391093,69,
340391432,48,
340391663,10,
340391812,69,
340392893,57,
340393065,75,
340393479,56,
340393677,57,
340394188,06,
340394212,56,
340394253,13,
340394386,06,
340394667,72,
340396266,62,
340396985,42,
340397322,47,
340398023,65,
340398213,35,
340398312,26,
340400449,75,
340401314,30,
340401728,33,
340401843,28,
340401959,60,
340402510,83,
340402791,33,
340403666,38,
340405414,21,
340405463,18,
340405968,11,
340406149,77,
340408269,67,
340408426,67,
340408517,45,
340408574,45,
340408616,45,
340408970,75,
340409200,42,
340409325,77,
340409416,92,
340409564,42,
340409713,81,
340409796,40,
340411263,31,
340412261,69,
340412329,13,
340412642,75,
340413053,75,
340413731,75,
340413921,75,
340414010,22,
340414176,06,
340414341,2B,
340414390,75,
340414556,51,
340415157,08,
340415603,60,
340416312,69,
340416734,33,
340416817,2A,
340417088,41,
340417443,59,
340417872,59,
340418037,59,
340418151,81,
340418284,94,
340418292,81,
340418433,47,
340418565,17,
340418979,75,
340418995,41,
340419092,44,
340419449,75,
340419951,34,
340420033,75,
340420215,30,
340420223,02,
340420314,59,
340420595,02,
340421700,25,
340422260,17,
340422617,10,
340423326,85,
340424803,44,
340425388,92,
340426907,67,
340427954,54,
340428309,25,
340428689,39,
340428937,26,
340429745,82,
340430198,78,
340430800,974,
340430925,62,
340431063,69,
340432822,06,
340432996,85,
340433473,88,
340433507,06,
340433523,76,
340433549,03,
340433572,03,
340437540,83,
340438282,05,
340439140,50,
340439348,24,
340439538,35,
340439892,59,
340440189,34,
340440437,34,
340440551,50,
340440569,30,
340440585,27,
340440940,49,
340441765,67,
340441849,95,
340442276,50,
340442409,89,
340442672,92,
340443472,24,
340443480,18,
340444231,70,
340444777,75,
340444983,69,
340445253,42,
340445329,84,
340445543,51,
340446343,74,
340447739,40,
340447903,75,
340448315,75,
340449172,06,
340450154,66,
340450170,45,
340450394,75,
340450931,75,
340450972,91,
340451574,75,
340451665,44,
340452150,53,
340452309,69,
340452366,75,
340453422,75,
340453463,42,
340453547,54,
340454412,75,
340454586,76,
340456128,75,
340456417,79,
340456722,69,
340457100,84,
340457720,69,
340457936,30,
340458041,64,
340458223,83,
340459932,78,
340460005,32,
340460104,13,
340461367,33,
340461425,35,
340461698,72,
340462456,83,
340463058,65,
340463249,13,
340463314,25,
340464593,63,
340464726,47,
340464791,13,
340465855,74,
340466598,06,
340466945,54,
340467018,75,
340467851,38,
340468503,95,
340468636,33,
340469204,22,
340469469,61,
340469519,42,
340469576,33,
340470038,27,
340470327,76,
340471507,13,
340471895,62,
340472356,41,
340473149,47,
340473420,24,
340473941,76,
340474337,33,
340475375,32,
340475698,74,
340476118,26,
340476449,76,
340476829,13,
340476894,06,
340476944,27,
340477249,38,
340477462,31,
340477538,38,
340477793,67,
340477892,35,
340479070,51,
340479278,78,
340479583,13,
340479906,68,
340480326,95,
340480342,13,
340480938,44,
340481308,44,
340481969,80,
340482835,80,
340483056,35,
340483221,59,
340483684,75,
340485309,78,
340485853,75,
340487016,59,
340487081,30,
340487818,26,
340487917,78,
340488824,01,
340489194,44,
340489285,17,
340489889,74,
340490374,60,
340490457,93,
340491372,94,
340491869,01,
340492511,38,
340492529,78,
340492842,12,
340492933,92,
340493154,59,
340493485,35,
340493659,31,
340494293,71,
340494442,59,
340494947,51,
340495126,33,
340495142,64,
340495159,65,
340496421,51,
340496645,16,
340497155,54,
340497445,57,
340497940,2B,
340498005,07,
340498534,27,
340499243,14,
340499276,11,
340499490,18,
340499680,64,
340500081,62,
340500479,74,
340500735,75,
340500776,85,
340501030,91,
340502160,26,
340504521,83,
340504802,11,
340505098,21,
340505163,31,
340505676,26,
340506088,59,
340506369,75,
340506682,63,
340507573,05,
340507730,75,
340507854,12,
340508423,84,
340508704,75,
340509066,64,
340509108,77,
340509124,75,
340509561,75,
340509843,59,
340510106,33,
340510197,49,
340510692,84,
340510833,64,
340511260,22,
340512342,92,
340512433,29,
340512615,44,
340513662,62,
340514173,75,
340514835,75,
340514876,2B,
340515022,68,
340515055,2B,
340515220,75,
340515535,56,
340515659,59,
340515824,95,
340516343,38,
340516640,62,
340516970,93,
340517333,50,
340518554,74,
340518703,41,
340518919,62,
340519644,87,
340519693,14,
340519776,36,
340519990,95,
340520345,28,
340520568,06,
340520592,57,
340520857,34,
340521533,66,
340521657,15,
340522119,50,
340522168,59,
340522424,67,
340523166,71,
340523448,28,
340523588,24,
340523828,21,
340523935,78,
340524370,44,
340524412,26,
340524842,30,
340524909,71,
340525054,69,
340525369,35,
340526474,25,
340526755,13,
340526938,51,
340527910,01,
340528231,64,
340528371,94,
340528496,27,
340528652,92,
340528736,05,
340529171,14,
340529437,972,
340530724,76,
340531110,10,
340532480,89,
340532886,29,
340533496,30,
340533678,51,
340534031,06,
340534312,31,
340534700,23,
340534791,34,
340534858,79,
340534932,13,
340535327,89,
340535400,35,
340535863,44,
340535962,10,
340536135,15,
340536416,62,
340537059,13,
340537364,34,
340537570,45,
340537943,45,
340538693,92,
340539055,75,
340539568,44,
340540186,77,
340540210,85,
340540848,59,
340541077,78,
340541648,92,
340541739,73,
340541762,75,
340541945,40,
340542232,21,
340542745,78,
340543222,971,
340544287,35,
340544352,37,
340544394,37,
340544451,13,
340544535,95,
340544576,17,
340544899,74,
340545359,12,
340545441,85,
340545946,89,
340546738,13,
340546829,74,
340546993,92,
340547496,06,
340547694,15,
340548007,974,
340548163,13,
340548486,67,
340549039,49,
340549393,59,
340551175,44,
340551837,72,
340551985,14,
340552082,09,
340552363,27,
340552926,64,
340553841,69,
340553858,31,
340554153,69,
340554641,51,
340554815,51,
340555226,95,
340555580,19,
340555804,2A,
340556299,93,
340556356,28,
340556455,34,
340556489,33,
340556570,78,
340556588,75,
340557081,78,
340557305,75,
340557560,69,
340557776,75,
340557875,73,
340558071,82,
340558543,69,
340558840,75,
340559756,69,
340559822,94,
340560069,59,
340560846,91,
340561257,95,
340561281,33,
340561562,92,
340561869,51,
340562206,30,
340562610,37,
340563162,77,
340564368,88,
340564657,42,
340564798,71,
340564897,85,
340565100,69,
340565423,88,
340566199,41,
340566413,73,
340568625,21,
340568740,38,
340569508,75,
340569854,93,
340569912,51,
340570597,69,
340570803,92,
340570944,59,
340571504,33,
340571728,67,
340572213,75,
340572247,69,
340573013,28,
340574425,2A,
340574656,75,
340574771,75,
340574888,68,
340575281,77,
340575620,68,
340575885,75,
340576172,75,
340578186,34,
340578541,33,
340578830,44,
340579366,43,
340579481,34,
340579523,86,
340579895,69,
340580117,77,
340580240,49,
340580380,69,
340580786,59,
340580950,75,
340581172,68,
340581644,68,
340581701,75,
340582394,61,
340582501,75,
340582584,62,
340584010,17,
340584366,80,
340584622,75,
340585173,972,
340586254,83,
340586445,82,
340586510,83,
340586536,81,
340586668,82,
340586791,04,
340588581,83,
340588607,13,
340588979,57,
340589399,34,
340589407,24,
340589555,45,
340589738,24,
340590389,66,
340590645,94,
340590975,34,
340591072,46,
340591403,59,
340591700,11,
340592617,72,
340592963,47,
340593078,79,
340593367,49,
340593953,06,
340595271,972,
340596147,30,
340596576,66,
340596584,971,
340596600,95,
340597145,66,
340597608,06,
340597806,79,
340598440,92,
340598978,69,
340599554,73,
340600550,92,
340601087,62,
340601194,62,
340601285,62,
340602101,44,
340602143,03,
340602549,67,
340602770,49,
340603174,85,
340604081,01,
340605005,85,
340605070,44,
340605260,75,
340605377,62,
340605807,64,
340606276,68,
340606391,59,
340606409,2B,
340607324,78,
340607894,68,
340608363,86,
340609130,93,
340609551,75,
340609569,33,
340610344,44,
340610591,75,
340610831,59,
340610914,77,
340611102,38,
340611144,78,
340611151,67,
340611292,83,
340611367,40,
340611383,75,
340611656,83,
340611706,33,
340612456,32,
340613314,77,
340613447,63,
340613926,01,
340614775,25,
340616184,44,
340616390,70,
340616929,75,
340617034,13,
340617166,2A,
340617323,13,
340618321,2B,
340618347,29,
340618701,69,
340619477,92,
340620368,13,
340621218,06,
340621382,66,
340621580,59,
340621689,59,
340622869,38,
340623065,41,
340623396,41,
340623446,75,
340624147,47,
340624204,94,
340624501,13,
340624782,64,
340624857,83,
340625003,33,
340625250,75,
340625284,13,
340625375,47,
340625599,38,
340625672,21,
340625888,75,
340626159,38,
340626480,60,
340626696,21,
340627033,38,
340627207,74,
340627371,75,
340627876,78,
340627959,69,
340628262,75,
340628858,75,
340631159,06,
340631506,93,
340632140,06,
340632330,2B,
340633551,13,
340634096,64,
340635028,71,
340635283,75,
340635325,2A,
340635358,75,
340635606,71,
340635747,38,
340636026,75,
340636158,44,
340636216,75,
340636323,88,
340636596,13,
340636661,07,
340637016,75,
340637131,57,
340637735,59,
340638675,35,
340638816,71,
340639574,88,
340641216,31,
340641406,75,
340642016,75,
340642123,24,
340642487,75,
340642545,51,
340643691,44,
340644533,78,
340644806,35,
340645159,57,
340645845,73,
340646199,76,
340646470,62,
340647072,53,
340647452,13,
340647593,11,
340648690,07,
340648914,35,
340649136,31,
340649326,89,
340650720,42,
340651009,74,
340651132,92,
340651769,59,
340651835,59,
340652502,40,
340652536,59,
340652643,67,
340652775,16,
340652874,18,
340652882,91,
340654912,50,
340655125,12,
340655711,77,
340656289,44,
340656362,07,
340656578,17,
340656677,67,
340656867,69,
340657824,40,
340658053,78,
340658202,80,
340659143,88,
340659622,84,
340660307,69,
340660554,68,
340660802,74,
340661560,94,
340661917,64,
340662584,85,
340663079,53,
340664077,43,
340665173,41,
340665520,75,
340665751,32,
340667112,85,
340667351,01,
340667385,80,
340667658,26,
340667682,69,
340667716,2B,
340667880,31,
340668656,57,
340669209,77,
340669415,17,
340670306,31,
340670546,42,
340670595,31,
340670777,45,
340670868,65,
340671023,73,
340671213,91,
340672070,83,
340672112,90,
340672310,75,
340672625,56,
340674027,22,
340674258,03,
340674878,13,
340675347,26,
340675438,36,
340675966,68,
340676279,84,
340677467,55,
340677491,62,
340677665,31,
340677871,44,
340677921,29,
340677988,44,
340678127,29,
340679430,67,
340679695,67,
340679711,22,
340680263,33,
340681014,971,
340682319,40,
340682921,71,
340683077,02,
340683267,02,
340683473,47,
340683549,75,
340683671,75,
